Stimulus_Number,Filename
6341,1078_IWL_NEU_XX
2126,1027_IEO_FEA_HI
3447,1043_TIE_DIS_XX
5617,1069_DFA_HAP_XX
5953,1073_ITS_ANG_XX
6961,1086_IEO_FEA_LO
4530,1056_TAI_FEA_XX
7438,1091_WSI_HAP_XX
5654,1070_IEO_DIS_MD
4971,1061_ITS_DIS_XX
3114,1039_TIE_NEU_XX
5280,1065_IWL_FEA_XX
7013,1086_DFA_FEA_XX
1745,1022_MTI_HAP_XX
5346,1066_TAI_NEU_XX
2725,1034_TAI_ANG_XX
4125,1051_MTI_ANG_XX
3465,1043_TAI_DIS_XX
5247,1065_TIE_HAP_XX
3478,1043_ITH_NEU_XX
7149,1088_TAI_NEU_XX
2838,1035_ITS_FEA_XX
6174,1076_MTI_SAD_XX
1914,1024_IWL_NEU_XX
286,1004_MTI_NEU_XX
26,1001_IOM_ANG_XX
673,1009_IOM_HAP_XX
67,1001_ITS_SAD_XX
580,1008_IEO_SAD_HI
3973,1049_ITH_ANG_XX
6223,1077_IEO_FEA_LO
3574,1044_ITS_SAD_XX
7168,1088_ITH_HAP_XX
1177,1015_MTI_HAP_XX
6395,1079_TIE_SAD_XX
3302,1041_MTI_NEU_XX
2567,1032_MTI_ANG_XX
346,1005_TIE_SAD_XX
1554,1020_IEO_DIS_MD
216,1003_ITH_NEU_XX
5574,1069_TIE_NEU_XX
2598,1032_TSI_FEA_XX
2327,1029_IWL_ANG_XX
3832,1047_WSI_SAD_XX
4100,1051_TIE_SAD_XX
5468,1067_TSI_FEA_XX
3137,1039_TAI_DIS_XX
6995,1086_MTI_FEA_XX
4716,1058_DFA_SAD_XX
1278,1016_DFA_SAD_XX
6058,1075_IEO_ANG_MD
5138,1063_TSI_SAD_XX
5096,1063_IWW_SAD_XX
2286,1029_IEO_ANG_MD
1792,1023_IEO_SAD_HI
2758,1034_TSI_NEU_XX
1613,1020_TSI_ANG_XX
6571,1081_IWW_SAD_XX
601,1008_IOM_DIS_XX
6775,1083_TSI_NEU_XX
7391,1091_IWW_SAD_XX
6965,1086_IEO_DIS_MD
2134,1027_TIE_FEA_XX
3670,1045_WSI_FEA_XX
7411,1091_IWL_FEA_XX
5481,1068_IEO_SAD_MD
2210,1028_IEO_DIS_MD
3615,1045_IOM_ANG_XX
1370,1017_TSI_NEU_XX
3216,1040_TAI_SAD_XX
5292,1065_DFA_FEA_XX
4766,1059_IWW_NEU_XX
4588,1057_IEO_DIS_MD
1050,1013_WSI_SAD_XX
5284,1065_ITH_SAD_XX
3987,1049_ITS_DIS_XX
6140,1076_IEO_ANG_MD
7236,1089_TAI_DIS_XX
748,1010_IOM_NEU_XX
1397,1018_IEO_DIS_HI
7222,1089_IOM_ANG_XX
7393,1091_IWW_FEA_XX
411,1006_IEO_HAP_LO
6077,1075_IOM_DIS_XX
6405,1079_IWW_NEU_XX
2234,1028_TAI_FEA_XX
2631,1033_IOM_ANG_XX
5700,1070_DFA_SAD_XX
1933,1024_ITS_HAP_XX
803,1010_WSI_HAP_XX
7400,1091_TAI_DIS_XX
3228,1040_IWL_SAD_XX
4767,1059_IWW_HAP_XX
2207,1028_IEO_FEA_MD
5169,1064_TIE_DIS_XX
5614,1069_ITH_FEA_XX
5929,1073_MTI_ANG_XX
2123,1027_IEO_ANG_HI
2884,1036_IWW_FEA_XX
44,1001_MTI_ANG_XX
4272,1053_IOM_FEA_XX
5405,1067_IEO_FEA_MD
1079,1014_IOM_ANG_XX
4444,1055_TAI_NEU_XX
3067,1038_IWL_DIS_XX
2288,1029_IEO_FEA_LO
6906,1085_TAI_ANG_XX
3751,1046_WSI_ANG_XX
4510,1056_TIE_SAD_XX
5123,1063_ITH_DIS_XX
215,1003_IWL_DIS_XX
3185,1040_IEO_SAD_MD
3785,1047_IWW_ANG_XX
6408,1079_IWW_ANG_XX
7157,1088_MTI_SAD_XX
7280,1090_IEO_HAP_LO
6562,1081_TIE_DIS_XX
755,1010_IWW_HAP_XX
4813,1059_TSI_DIS_XX
1222,1016_IEO_SAD_LO
6916,1085_IWL_HAP_XX
3276,1041_IEO_DIS_MD
4567,1056_TSI_DIS_XX
1801,1023_IEO_DIS_HI
3089,1038_TSI_ANG_XX
7432,1091_TSI_HAP_XX
1997,1025_IWL_HAP_XX
7207,1089_IEO_FEA_LO
3916,1048_WSI_FEA_XX
2697,1034_IEO_ANG_HI
5447,1067_ITH_HAP_XX
3601,1045_IEO_FEA_MD
7243,1089_IWL_NEU_XX
6938,1085_ITS_DIS_XX
2581,1032_ITH_DIS_XX
2676,1033_TSI_NEU_XX
453,1006_MTI_ANG_XX
3568,1044_DFA_SAD_XX
7423,1091_DFA_FEA_XX
760,1010_TAI_NEU_XX
3658,1045_ITS_FEA_XX
1070,1014_TIE_NEU_XX
2338,1029_DFA_SAD_XX
749,1010_IOM_HAP_XX
1354,1017_ITH_SAD_XX
2402,1030_MTI_SAD_XX
6384,1079_IEO_ANG_LO
6685,1082_DFA_FEA_XX
914,1012_IOM_SAD_XX
6213,1077_IEO_NEU_XX
1116,1014_DFA_FEA_XX
4222,1052_DFA_NEU_XX
1521,1019_DFA_DIS_XX
5307,1065_WSI_HAP_XX
5395,1067_IEO_HAP_LO
1281,1016_DFA_DIS_XX
1239,1016_TIE_DIS_XX
4552,1056_DFA_SAD_XX
2952,1037_TIE_SAD_XX
86,1002_IEO_HAP_HI
3610,1045_TIE_FEA_XX
4232,1052_ITS_FEA_XX
892,1012_IEO_HAP_MD
1550,1020_IEO_FEA_LO
1549,1020_IEO_ANG_HI
7244,1089_IWL_HAP_XX
1002,1013_IWW_SAD_XX
3798,1047_MTI_FEA_XX
5688,1070_IWL_SAD_XX
3650,1045_DFA_SAD_XX
6045,1074_WSI_HAP_XX
5477,1068_IEO_HAP_LO
5244,1065_IEO_DIS_MD
2055,1026_IOM_HAP_XX
648,1008_TSI_FEA_XX
1930,1024_DFA_FEA_XX
3735,1046_DFA_DIS_XX
3837,1048_IEO_HAP_LO
3580,1044_TSI_SAD_XX
4845,1060_IOM_ANG_XX
123,1002_MTI_HAP_XX
2452,1031_IEO_FEA_LO
7193,1088_WSI_SAD_XX
766,1010_MTI_NEU_XX
6554,1081_IEO_DIS_LO
3992,1049_TSI_FEA_XX
4464,1055_ITH_SAD_XX
3609,1045_TIE_ANG_XX
6028,1074_DFA_SAD_XX
1578,1020_TAI_FEA_XX
746,1010_TIE_FEA_XX
5202,1064_ITH_SAD_XX
1069,1014_IEO_DIS_HI
2853,1036_IEO_HAP_LO
6574,1081_IWW_DIS_XX
4528,1056_TAI_SAD_XX
4101,1051_TIE_ANG_XX
4604,1057_IWW_SAD_XX
697,1009_ITH_HAP_XX
5490,1068_IEO_DIS_MD
2947,1037_IEO_DIS_LO
1490,1019_IOM_FEA_XX
6308,1078_IEO_DIS_LO
3453,1043_IOM_DIS_XX
2435,1030_TSI_DIS_XX
3044,1038_IWW_NEU_XX
5476,1068_IEO_NEU_XX
865,1011_ITH_DIS_XX
821,1011_IEO_DIS_LO
4606,1057_IWW_FEA_XX
1947,1024_WSI_ANG_XX
332,1005_IEO_SAD_LO
3818,1047_ITS_NEU_XX
3503,1043_WSI_HAP_XX
6933,1085_ITS_NEU_XX
1092,1014_TAI_FEA_XX
1733,1022_IWW_HAP_XX
3235,1040_ITH_ANG_XX
2796,1035_IOM_FEA_XX
6135,1076_IEO_HAP_HI
6772,1083_ITS_ANG_XX
400,1005_TSI_SAD_XX
730,1010_IEO_SAD_LO
4897,1060_WSI_HAP_XX
2644,1033_TAI_FEA_XX
1527,1019_ITS_DIS_XX
4837,1060_TIE_HAP_XX
1027,1013_ITH_ANG_XX
5595,1069_TAI_ANG_XX
836,1011_IWW_NEU_XX
5166,1064_TIE_SAD_XX
6748,1083_MTI_ANG_XX
1796,1023_IEO_FEA_LO
3930,1049_IEO_FEA_HI
1515,1019_IWL_DIS_XX
6179,1076_IWL_HAP_XX
1573,1020_IWW_DIS_XX
4983,1061_WSI_DIS_XX
1115,1014_DFA_ANG_XX
5372,1066_DFA_SAD_XX
5212,1064_ITS_NEU_XX
6259,1077_IWL_NEU_XX
554,1007_DFA_FEA_XX
6035,1074_ITS_ANG_XX
6473,1080_IEO_DIS_MD
3822,1047_ITS_FEA_XX
3704,1046_IWW_FEA_XX
3713,1046_MTI_HAP_XX
1226,1016_IEO_ANG_MD
304,1004_DFA_NEU_XX
3989,1049_TSI_HAP_XX
13,1001_IEO_FEA_HI
4522,1056_IWW_SAD_XX
4474,1055_ITS_NEU_XX
6011,1074_MTI_ANG_XX
7278,1089_WSI_DIS_XX
5444,1067_IWL_FEA_XX
7358,1090_WSI_ANG_XX
1558,1020_TIE_SAD_XX
3596,1045_IEO_SAD_HI
4788,1059_IWL_FEA_XX
5263,1065_IWW_DIS_XX
1232,1016_IEO_DIS_MD
5496,1068_TIE_FEA_XX
4166,1052_IEO_HAP_MD
4128,1051_IWL_NEU_XX
5383,1066_TSI_HAP_XX
2038,1026_IEO_SAD_HI
4969,1061_ITS_ANG_XX
6026,1074_DFA_NEU_XX
5651,1070_IEO_FEA_MD
4127,1051_MTI_DIS_XX
6557,1081_TIE_NEU_XX
5390,1066_WSI_SAD_XX
7226,1089_IWW_HAP_XX
3851,1048_IEO_DIS_HI
2002,1025_ITH_NEU_XX
1788,1023_IEO_HAP_MD
6147,1076_IEO_DIS_HI
2135,1027_TIE_DIS_XX
932,1012_MTI_SAD_XX
1731,1022_IOM_DIS_XX
6902,1085_IWW_DIS_XX
1126,1014_TSI_SAD_XX
5399,1067_IEO_SAD_MD
3960,1049_MTI_SAD_XX
1286,1016_ITS_FEA_XX
6404,1079_IOM_DIS_XX
4457,1055_IWL_HAP_XX
2541,1032_TIE_HAP_XX
7392,1091_IWW_ANG_XX
1294,1016_WSI_NEU_XX
1204,1015_ITS_FEA_XX
4291,1053_MTI_DIS_XX
4656,1058_IEO_NEU_XX
4772,1059_TAI_NEU_XX
5369,1066_ITH_DIS_XX
2879,1036_IOM_DIS_XX
87,1002_IEO_SAD_LO
5692,1070_ITH_NEU_XX
5088,1063_IOM_NEU_XX
4587,1057_IEO_DIS_LO
794,1010_ITS_FEA_XX
6765,1083_DFA_SAD_XX
1440,1018_DFA_NEU_XX
4215,1052_IWL_DIS_XX
5625,1069_ITS_ANG_XX
3775,1047_TIE_DIS_XX
3932,1049_IEO_DIS_MD
666,1009_TIE_NEU_XX
2801,1035_IWW_ANG_XX
5061,1062_WSI_HAP_XX
1101,1014_IWL_HAP_XX
2974,1037_MTI_NEU_XX
3900,1048_ITS_NEU_XX
233,1003_ITS_DIS_XX
3082,1038_ITS_SAD_XX
2442,1031_IEO_NEU_XX
4646,1057_TSI_SAD_XX
854,1011_IWL_NEU_XX
1638,1021_TIE_NEU_XX
4376,1054_IWL_SAD_XX
1929,1024_DFA_ANG_XX
4093,1051_IEO_FEA_MD
824,1011_TIE_NEU_XX
5074,1063_IEO_ANG_MD
1894,1024_IOM_FEA_XX
1998,1025_IWL_SAD_XX
839,1011_IWW_ANG_XX
7035,1087_IEO_HAP_MD
3281,1041_TIE_ANG_XX
1396,1018_IEO_DIS_MD
6347,1078_ITH_NEU_XX
2496,1031_ITH_SAD_XX
4331,1054_IEO_HAP_HI
1695,1021_TSI_ANG_XX
5213,1064_ITS_HAP_XX
2877,1036_IOM_ANG_XX
2466,1031_IOM_SAD_XX
6854,1084_ITS_ANG_XX
5847,1072_MTI_ANG_XX
2859,1036_IEO_ANG_LO
4815,1059_WSI_HAP_XX
3820,1047_ITS_SAD_XX
201,1003_TAI_ANG_XX
4901,1060_WSI_DIS_XX
2019,1025_ITS_DIS_XX
3110,1039_IEO_FEA_HI
620,1008_IWL_NEU_XX
1899,1024_IWW_ANG_XX
3671,1045_WSI_DIS_XX
2011,1025_DFA_ANG_XX
3323,1041_DFA_ANG_XX
5718,1070_WSI_SAD_XX
2966,1037_IWW_FEA_XX
4957,1061_ITH_ANG_XX
1680,1021_DFA_NEU_XX
6361,1078_ITS_SAD_XX
2663,1033_ITH_DIS_XX
2512,1031_TSI_NEU_XX
7437,1091_WSI_NEU_XX
6291,1077_WSI_SAD_XX
365,1005_TAI_ANG_XX
5470,1067_WSI_NEU_XX
277,1004_IWW_ANG_XX
2429,1030_ITS_DIS_XX
2975,1037_MTI_HAP_XX
5640,1070_IEO_NEU_XX
6645,1082_IOM_NEU_XX
4334,1054_IEO_SAD_HI
6320,1078_IOM_ANG_XX
279,1004_IWW_DIS_XX
968,1012_WSI_SAD_XX
2264,1028_ITS_FEA_XX
3591,1045_IEO_HAP_LO
467,1006_ITH_DIS_XX
2790,1035_TIE_FEA_XX
1411,1018_IWW_HAP_XX
7102,1087_ITS_DIS_XX
1393,1018_IEO_FEA_MD
386,1005_DFA_NEU_XX
59,1001_DFA_NEU_XX
2748,1034_DFA_SAD_XX
1301,1017_IEO_HAP_LO
3009,1037_TSI_DIS_XX
5739,1071_TIE_HAP_XX
4453,1055_MTI_ANG_XX
5293,1065_DFA_DIS_XX
6339,1078_MTI_FEA_XX
6833,1084_IWL_NEU_XX
4676,1058_TIE_FEA_XX
4500,1056_IEO_ANG_MD
1442,1018_DFA_SAD_XX
2827,1035_ITH_DIS_XX
4584,1057_IEO_FEA_LO
5954,1073_ITS_FEA_XX
2857,1036_IEO_SAD_MD
6558,1081_TIE_HAP_XX
6053,1075_IEO_HAP_HI
5360,1066_IWL_SAD_XX
33,1001_IWW_FEA_XX
2840,1035_TSI_NEU_XX
5938,1073_ITH_NEU_XX
2082,1026_IWL_FEA_XX
1941,1024_TSI_ANG_XX
722,1009_WSI_SAD_XX
523,1007_IWW_ANG_XX
7164,1088_IWL_ANG_XX
4935,1061_IWW_DIS_XX
5964,1073_WSI_SAD_XX
4212,1052_IWL_SAD_XX
4523,1056_IWW_ANG_XX
1072,1014_TIE_SAD_XX
6488,1080_IWW_HAP_XX
587,1008_IEO_DIS_LO
4479,1055_ITS_DIS_XX
3880,1048_MTI_FEA_XX
3204,1040_IOM_SAD_XX
3512,1044_IEO_SAD_LO
532,1007_MTI_NEU_XX
973,1013_IEO_HAP_LO
7322,1090_MTI_ANG_XX
6482,1080_IOM_HAP_XX
7153,1088_TAI_FEA_XX
3786,1047_IWW_FEA_XX
2064,1026_IWW_FEA_XX
6904,1085_TAI_HAP_XX
6999,1086_IWL_SAD_XX
4941,1061_TAI_DIS_XX
4104,1051_IOM_NEU_XX
1136,1015_IEO_NEU_XX
1211,1015_TSI_DIS_XX
3043,1038_IOM_DIS_XX
1782,1022_WSI_SAD_XX
3192,1040_IEO_FEA_HI
4768,1059_IWW_SAD_XX
5498,1068_IOM_NEU_XX
1684,1021_DFA_FEA_XX
340,1005_IEO_FEA_HI
1202,1015_ITS_SAD_XX
5374,1066_DFA_FEA_XX
6423,1079_IWL_NEU_XX
2202,1028_IEO_SAD_HI
6934,1085_ITS_HAP_XX
1971,1025_TIE_DIS_XX
1437,1018_ITH_ANG_XX
498,1007_IEO_SAD_HI
1809,1023_IOM_HAP_XX
1856,1023_TSI_NEU_XX
3959,1049_MTI_HAP_XX
2769,1034_WSI_DIS_XX
7313,1090_TAI_NEU_XX
2681,1033_TSI_DIS_XX
3970,1049_ITH_NEU_XX
6984,1086_IWW_DIS_XX
1787,1023_IEO_HAP_LO
971,1012_WSI_DIS_XX
3201,1040_TIE_DIS_XX
3442,1043_TIE_NEU_XX
4582,1057_IEO_ANG_MD
5319,1066_IEO_ANG_LO
7064,1087_IWW_ANG_XX
4395,1054_ITS_ANG_XX
551,1007_DFA_HAP_XX
7329,1090_IWL_FEA_XX
2831,1035_DFA_ANG_XX
330,1005_IEO_HAP_MD
3126,1039_IWW_NEU_XX
672,1009_IOM_NEU_XX
3857,1048_TIE_DIS_XX
569,1007_WSI_HAP_XX
2407,1030_IWL_HAP_XX
4064,1050_ITS_NEU_XX
4069,1050_ITS_DIS_XX
7286,1090_IEO_ANG_LO
292,1004_IWL_NEU_XX
2594,1032_TSI_NEU_XX
2304,1029_IOM_FEA_XX
478,1006_ITS_FEA_XX
4680,1058_IOM_SAD_XX
4179,1052_IEO_DIS_HI
5384,1066_TSI_SAD_XX
4495,1056_IEO_HAP_HI
3284,1041_IOM_NEU_XX
639,1008_ITS_HAP_XX
6287,1077_TSI_FEA_XX
6798,1084_IEO_FEA_MD
4521,1056_IWW_HAP_XX
3337,1041_TSI_DIS_XX
3062,1038_IWL_NEU_XX
1664,1021_MTI_SAD_XX
1562,1020_IOM_NEU_XX
4733,1058_WSI_HAP_XX
6433,1079_ITH_FEA_XX
2068,1026_TAI_SAD_XX
37,1001_TAI_SAD_XX
4844,1060_IOM_SAD_XX
7328,1090_IWL_ANG_XX
4974,1061_TSI_SAD_XX
3249,1040_ITS_DIS_XX
3925,1049_IEO_ANG_LO
3430,1043_IEO_SAD_LO
2692,1034_IEO_SAD_LO
4423,1055_IEO_DIS_LO
5528,1068_ITH_NEU_XX
1547,1020_IEO_ANG_LO
6592,1081_IWL_DIS_XX
2858,1036_IEO_SAD_HI
4279,1053_IWW_DIS_XX
4114,1051_IWW_FEA_XX
244,1003_WSI_FEA_XX
2267,1028_TSI_HAP_XX
6707,1083_IEO_HAP_MD
4318,1053_TSI_SAD_XX
6750,1083_MTI_DIS_XX
4055,1050_ITH_ANG_XX
1742,1022_TAI_FEA_XX
2118,1027_IEO_SAD_LO
6570,1081_IWW_HAP_XX
2678,1033_TSI_SAD_XX
3630,1045_MTI_NEU_XX
1660,1021_TAI_FEA_XX
2412,1030_ITH_NEU_XX
3996,1049_WSI_SAD_XX
118,1002_TAI_SAD_XX
127,1002_MTI_DIS_XX
2347,1029_ITS_DIS_XX
628,1008_ITH_SAD_XX
735,1010_IEO_ANG_HI
2550,1032_IOM_FEA_XX
2802,1035_IWW_FEA_XX
4830,1060_IEO_FEA_LO
3203,1040_IOM_HAP_XX
4842,1060_IOM_NEU_XX
3819,1047_ITS_HAP_XX
4649,1057_TSI_DIS_XX
5508,1068_IWW_FEA_XX
2312,1029_TAI_NEU_XX
5918,1073_IWW_FEA_XX
6544,1081_IEO_HAP_HI
3702,1046_IWW_SAD_XX
6294,1077_WSI_DIS_XX
1184,1015_IWL_SAD_XX
3817,1047_DFA_DIS_XX
6770,1083_ITS_HAP_XX
1408,1018_IOM_FEA_XX
5201,1064_ITH_HAP_XX
2744,1034_ITH_FEA_XX
908,1012_TIE_SAD_XX
5130,1063_ITS_NEU_XX
6180,1076_IWL_SAD_XX
1007,1013_TAI_HAP_XX
3376,1042_IWW_FEA_XX
3794,1047_MTI_NEU_XX
4124,1051_MTI_SAD_XX
6358,1078_DFA_DIS_XX
2671,1033_ITS_HAP_XX
4152,1051_TSI_NEU_XX
1622,1021_IEO_NEU_XX
5763,1071_MTI_HAP_XX
982,1013_IEO_FEA_LO
6895,1085_IOM_FEA_XX
6227,1077_IEO_DIS_MD
2297,1029_TIE_ANG_XX
6722,1083_TIE_HAP_XX
2871,1036_TIE_ANG_XX
946,1012_ITH_FEA_XX
1186,1015_IWL_FEA_XX
6007,1074_TAI_DIS_XX
6409,1079_IWW_FEA_XX
5578,1069_TIE_FEA_XX
1399,1018_TIE_HAP_XX
4068,1050_ITS_FEA_XX
773,1010_IWL_HAP_XX
3460,1043_TAI_NEU_XX
1480,1019_TIE_NEU_XX
7001,1086_IWL_FEA_XX
4255,1053_IEO_ANG_HI
3733,1046_DFA_ANG_XX
2122,1027_IEO_ANG_MD
5740,1071_TIE_SAD_XX
4253,1053_IEO_ANG_LO
2883,1036_IWW_ANG_XX
1692,1021_TSI_NEU_XX
4597,1057_IOM_HAP_XX
3282,1041_TIE_FEA_XX
7349,1090_TSI_NEU_XX
4864,1060_MTI_FEA_XX
4356,1054_IWW_NEU_XX
6733,1083_IWW_NEU_XX
268,1004_IOM_NEU_XX
5177,1064_IWW_HAP_XX
1347,1017_IWL_HAP_XX
1173,1015_TAI_ANG_XX
6678,1082_ITH_ANG_XX
6964,1086_IEO_DIS_LO
6381,1079_IEO_SAD_LO
4891,1060_TSI_HAP_XX
4105,1051_IOM_HAP_XX
4037,1050_TAI_ANG_XX
5173,1064_IOM_ANG_XX
5618,1069_DFA_SAD_XX
1412,1018_IWW_SAD_XX
6754,1083_IWL_ANG_XX
285,1004_TAI_DIS_XX
7104,1087_TSI_HAP_XX
6043,1074_TSI_DIS_XX
3003,1037_ITS_DIS_XX
6205,1076_TSI_FEA_XX
4783,1059_MTI_DIS_XX
6306,1078_IEO_FEA_MD
1443,1018_DFA_ANG_XX
468,1006_DFA_NEU_XX
1609,1020_ITS_DIS_XX
3924,1049_IEO_SAD_HI
7131,1088_TIE_NEU_XX
781,1010_ITH_ANG_XX
5709,1070_ITS_DIS_XX
2171,1027_ITH_DIS_XX
7100,1087_ITS_ANG_XX
5969,1074_IEO_HAP_LO
956,1012_ITS_SAD_XX
2948,1037_IEO_DIS_MD
4857,1060_TAI_ANG_XX
5591,1069_IWW_DIS_XX
4735,1058_WSI_ANG_XX
4590,1057_TIE_NEU_XX
6149,1076_TIE_HAP_XX
5800,1071_WSI_SAD_XX
5320,1066_IEO_ANG_MD
759,1010_IWW_DIS_XX
6472,1080_IEO_DIS_LO
2717,1034_IWW_HAP_XX
7010,1086_DFA_HAP_XX
5504,1068_IWW_NEU_XX
2409,1030_IWL_ANG_XX
2152,1027_TAI_FEA_XX
6260,1077_IWL_HAP_XX
3120,1039_IOM_NEU_XX
2766,1034_WSI_SAD_XX
4643,1057_ITS_DIS_XX
4956,1061_ITH_SAD_XX
3909,1048_TSI_ANG_XX
4018,1050_TIE_SAD_XX
6004,1074_TAI_SAD_XX
6620,1081_WSI_ANG_XX
5822,1072_TIE_SAD_XX
202,1003_TAI_FEA_XX
6591,1081_IWL_FEA_XX
1302,1017_IEO_HAP_MD
920,1012_IWW_SAD_XX
6098,1075_IWL_SAD_XX
5561,1069_IEO_HAP_HI
7372,1091_IEO_FEA_MD
869,1011_DFA_ANG_XX
6746,1083_MTI_HAP_XX
2353,1029_TSI_DIS_XX
1839,1023_ITH_HAP_XX
5326,1066_IEO_DIS_MD
480,1006_TSI_NEU_XX
5393,1066_WSI_DIS_XX
4107,1051_IOM_ANG_XX
5058,1062_TSI_FEA_XX
6328,1078_IWW_DIS_XX
531,1007_TAI_DIS_XX
459,1006_IWL_ANG_XX
6763,1083_DFA_NEU_XX
4517,1056_IOM_ANG_XX
465,1006_ITH_ANG_XX
790,1010_ITS_NEU_XX
602,1008_IWW_NEU_XX
107,1002_IOM_ANG_XX
1530,1019_TSI_SAD_XX
2471,1031_IWW_HAP_XX
7287,1090_IEO_ANG_MD
1362,1017_DFA_FEA_XX
7188,1088_TSI_ANG_XX
338,1005_IEO_FEA_LO
1378,1017_WSI_SAD_XX
1024,1013_ITH_NEU_XX
1201,1015_ITS_HAP_XX
1750,1022_IWL_NEU_XX
1463,1018_WSI_DIS_XX
4544,1056_ITH_NEU_XX
6277,1077_ITS_NEU_XX
255,1004_IEO_ANG_HI
2636,1033_IWW_SAD_XX
6601,1081_DFA_SAD_XX
3952,1049_TAI_NEU_XX
4274,1053_IWW_NEU_XX
2425,1030_ITS_HAP_XX
5271,1065_MTI_HAP_XX
6378,1079_IEO_HAP_LO
2303,1029_IOM_ANG_XX
5001,1062_TIE_HAP_XX
1706,1022_IEO_HAP_MD
2008,1025_DFA_NEU_XX
7044,1087_IEO_FEA_MD
3152,1039_ITH_SAD_XX
250,1004_IEO_SAD_LO
6244,1077_IWW_ANG_XX
6014,1074_IWL_NEU_XX
3362,1042_TIE_SAD_XX
7139,1088_IOM_SAD_XX
6032,1074_ITS_NEU_XX
528,1007_TAI_SAD_XX
2158,1027_MTI_FEA_XX
5248,1065_TIE_SAD_XX
1678,1021_ITH_FEA_XX
3776,1047_IOM_NEU_XX
97,1002_IEO_DIS_MD
2559,1032_TAI_HAP_XX
2431,1030_TSI_HAP_XX
4834,1060_IEO_DIS_MD
4394,1054_ITS_SAD_XX
311,1004_ITS_HAP_XX
1450,1018_ITS_FEA_XX
4480,1055_TSI_NEU_XX
5049,1062_ITS_HAP_XX
4345,1054_TIE_HAP_XX
1942,1024_TSI_FEA_XX
3238,1040_DFA_NEU_XX
4243,1052_WSI_ANG_XX
103,1002_TIE_DIS_XX
1574,1020_TAI_NEU_XX
1131,1014_WSI_HAP_XX
3894,1048_DFA_NEU_XX
2548,1032_IOM_SAD_XX
2589,1032_ITS_HAP_XX
5317,1066_IEO_SAD_MD
832,1011_IOM_SAD_XX
6910,1085_MTI_HAP_XX
289,1004_MTI_ANG_XX
1760,1022_ITH_FEA_XX
364,1005_TAI_SAD_XX
1739,1022_TAI_HAP_XX
656,1009_IEO_SAD_HI
7066,1087_IWW_DIS_XX
1268,1016_IWL_FEA_XX
6146,1076_IEO_DIS_MD
337,1005_IEO_ANG_HI
5006,1062_IOM_NEU_XX
1896,1024_IWW_NEU_XX
5398,1067_IEO_SAD_LO
7031,1086_WSI_FEA_XX
1908,1024_MTI_NEU_XX
3555,1044_IWL_HAP_XX
6903,1085_TAI_NEU_XX
2954,1037_TIE_FEA_XX
4899,1060_WSI_ANG_XX
6094,1075_MTI_FEA_XX
2867,1036_IEO_DIS_HI
3694,1046_IOM_NEU_XX
2337,1029_DFA_HAP_XX
1910,1024_MTI_SAD_XX
6376,1078_WSI_DIS_XX
6836,1084_IWL_ANG_XX
1106,1014_ITH_NEU_XX
6898,1085_IWW_HAP_XX
1218,1016_IEO_NEU_XX
1013,1013_MTI_HAP_XX
4823,1060_IEO_HAP_HI
3828,1047_TSI_FEA_XX
4180,1052_TIE_NEU_XX
3579,1044_TSI_HAP_XX
5493,1068_TIE_HAP_XX
3093,1038_WSI_HAP_XX
3727,1046_ITH_ANG_XX
4566,1056_TSI_FEA_XX
1738,1022_TAI_NEU_XX
5503,1068_IOM_DIS_XX
5760,1071_TAI_FEA_XX
2791,1035_TIE_DIS_XX
3439,1043_IEO_DIS_LO
5002,1062_TIE_SAD_XX
6768,1083_DFA_DIS_XX
4715,1058_DFA_HAP_XX
5756,1071_TAI_NEU_XX
6581,1081_MTI_NEU_XX
3210,1040_IWW_SAD_XX
6107,1075_ITH_DIS_XX
2413,1030_ITH_HAP_XX
1649,1021_IOM_DIS_XX
5332,1066_TIE_FEA_XX
6985,1086_TAI_NEU_XX
276,1004_IWW_SAD_XX
3662,1045_TSI_SAD_XX
6622,1081_WSI_DIS_XX
3356,1042_IEO_FEA_HI
4622,1057_IWL_SAD_XX
7063,1087_IWW_SAD_XX
2561,1032_TAI_ANG_XX
112,1002_IWW_SAD_XX
4776,1059_TAI_FEA_XX
6820,1084_IWW_DIS_XX
2865,1036_IEO_DIS_LO
3036,1038_TIE_FEA_XX
1805,1023_TIE_ANG_XX
6430,1079_ITH_HAP_XX
1528,1019_TSI_NEU_XX
5208,1064_DFA_SAD_XX
3516,1044_IEO_ANG_MD
1819,1023_IWW_DIS_XX
6271,1077_DFA_NEU_XX
1836,1023_IWL_FEA_XX
837,1011_IWW_HAP_XX
5884,1072_WSI_FEA_XX
2396,1030_TAI_SAD_XX
3814,1047_DFA_SAD_XX
1911,1024_MTI_ANG_XX
510,1007_TIE_SAD_XX
6726,1083_TIE_DIS_XX
5382,1066_TSI_NEU_XX
1060,1014_IEO_SAD_HI
6605,1081_ITS_NEU_XX
116,1002_TAI_NEU_XX
4221,1052_ITH_DIS_XX
5518,1068_MTI_SAD_XX
3712,1046_MTI_NEU_XX
3385,1042_MTI_HAP_XX
4532,1056_MTI_NEU_XX
2526,1032_IEO_HAP_MD
5359,1066_IWL_HAP_XX
1059,1014_IEO_SAD_MD
1832,1023_IWL_NEU_XX
4047,1050_IWL_HAP_XX
3263,1041_IEO_HAP_LO
2935,1037_IEO_HAP_LO
1834,1023_IWL_SAD_XX
